cap,void_id,ra,dec,dist,reff,reff_uncert,edge
NGC,170,124.00110082220473,2.165958699103912,517.6452984143074,21.727376159197938,0.0820884011571285,1
NGC,171,234.9988685575017,35.77213269727441,599.0618970848583,21.325700877938594,0.08194395519209555,1
NGC,172,225.5172132822125,-4.147205222178655,638.1704042882147,20.7212874058895,0.08070327361765628,1
NGC,173,211.45480183010062,49.25441717389057,571.3513652092001,22.614091312386655,0.08662912593302174,1
NGC,174,114.71030423217015,29.281474693396433,387.4094407378137,19.74565859927818,0.0710979977291275,1
NGC,175,113.60861671073121,30.143202713536073,411.6973341704023,20.61642686158169,0.07168532540769174,1
NGC,176,201.75678144204164,-2.9874376764168002,590.2239347657868,22.541705422382183,0.079391835167627,0
NGC,177,-85.00034293823295,43.77270494796539,587.4673035049265,19.907378152375344,0.06506981161197418,1
NGC,178,222.12697192843197,3.0417600824132873,665.9974014348043,20.999348805263125,0.06610217998774916,1
NGC,179,107.83329179189295,38.547496130650295,570.134816886261,21.037033335146205,0.07294294700795224,1
NGC,180,263.6660670937352,14.782472247505991,293.09794020092806,21.07513751674276,0.07797936498661054,1
NGC,181,240.2999717498174,9.478824100905237,250.6254203954428,22.319457390263533,0.07417533051671421,1
NGC,182,214.40337170050108,32.89657880441478,638.901489447511,21.380910956648467,0.08100957636254257,1
NGC,183,134.50405849889165,0.8482886180220414,241.28116407264048,22.044866595047537,0.07711439359308447,1
NGC,184,219.59698831083602,-2.602656849516245,285.0011748623776,22.48795114988517,0.08396811556141404,1
NGC,185,158.79534780043,-0.17984479343299703,586.9635036123417,23.0188447699177,0.08812572182762982,0
NGC,186,260.59951046786415,12.610733626976133,658.2935320108525,22.45306528143738,0.08199451814752932,1
NGC,187,263.6161658575388,23.313012975193526,573.0542806446848,22.03982870020146,0.08640381574941766,1
NGC,188,-86.31013553754727,38.856870488210475,528.7533508912918,22.991076526959247,0.08015072910944196,1
NGC,189,-87.10969554438958,38.61761744775522,264.22969088250363,19.053739490205853,0.07104425468268238,1
NGC,190,138.63789031444512,0.4631387751056556,188.123686104071,21.760612724422277,0.0788595608561914,1
NGC,191,223.54430777016697,-2.6080012398625776,395.39823446062127,21.74883696659775,0.08377482456475674,1
NGC,192,263.2283192467554,14.611669910493722,345.25919156999043,21.86073652824037,0.0852633135581679,1
NGC,193,257.3125637489772,10.658103592534758,665.4977104827996,20.977962747613475,0.0747946776369673,1
NGC,194,131.6633139308794,-7.435950104557267,642.515333395731,20.448188385539993,0.08146159735904379,1
NGC,195,208.22906968811603,-0.06510452654718875,640.6659076383127,23.158569267179605,0.09106983827478862,0
NGC,196,235.75849611665237,1.3215188849586685,301.39414906148465,22.66385412819918,0.07975801974391622,1
NGC,197,166.14863309146432,-1.308973355322957,654.4459171303188,23.45969948750409,0.08498274409826104,1
NGC,198,233.07456017259938,32.65970875363719,412.03821965591106,21.402728386356948,0.07637048620607745,1
NGC,199,-86.74505215443381,41.90833023619043,573.6638065378394,20.181265629273625,0.07170886004393921,1
NGC,200,137.96056924821391,-7.598009939854033,489.8472005622516,21.256693868123012,0.08595396975657678,1
NGC,201,132.15920018520035,-3.0259204203960897,562.9304338778435,22.911778347541187,0.08126403521324531,0
NGC,202,-87.626814229242,34.72552088380243,506.4160872838701,22.855645521078536,0.07890031830172652,1
NGC,203,177.28959068785252,1.6548174528578368,588.1362023550602,21.102373054573246,0.0743225098457259,1
NGC,204,129.9199139031564,0.9176456430135331,527.6514705414585,22.38731523207269,0.07619305516111288,0
NGC,205,108.32057869716057,38.1947823379286,477.75920769095904,21.193148273057602,0.08000499664190772,1
NGC,206,139.7182464883794,-7.090890703547148,466.54840160229276,21.51487380616015,0.08035100349595188,1
NGC,207,233.82016709134228,-1.1940445624998466,520.3005565366578,21.18070754252766,0.07737930370268876,1
NGC,208,135.869293889983,-6.337277216670327,664.7063661224832,21.102649575647355,0.07636740306112404,1
NGC,209,224.6651051569949,-2.1965522523041736,508.67108954201444,22.20353817378716,0.08516053233667163,1
NGC,210,139.9948515781063,0.08616186636007177,657.1004552149768,22.607185175609352,0.08351287160589135,1
NGC,211,239.40556932596598,4.312174442333877,665.3877946317684,22.247995842060813,0.08684492323486956,1
NGC,212,209.96123004336704,3.8260912938389127,641.7914235757587,22.89229264981666,0.07526176347050767,0
NGC,213,137.86535765756616,-0.6347106363205711,544.6190995532758,22.232621793050622,0.08301473724793373,0
NGC,214,130.6780240469212,-4.910970549834229,405.704253840627,22.18266179168171,0.07708493067163615,1
NGC,215,195.57663285684094,1.4911573383063392,336.6621849731809,22.053263758547615,0.08774718285416533,1
NGC,216,224.2828723794477,2.8775322336505056,513.060902808618,20.686197319301293,0.071712106542425,1
NGC,217,226.05191169062726,-2.628435143756435,480.1070866385415,23.55882975539158,0.08249298400042554,1
NGC,218,209.98571205259128,50.38475731961424,501.38196502989416,20.85725060741237,0.0822226325847465,1
NGC,219,-69.72854059396813,62.202924799696504,652.9315055684742,20.9742920746922,0.07900214689339831,1
NGC,220,146.1373957362332,-5.103987142875376,529.6864160720862,21.753714700529912,0.08233835420216569,0
NGC,221,251.7722352083392,0.6738995235018794,440.7172771482799,20.375873339511642,0.0714478331436015,1
NGC,222,139.17736108897208,3.8772196184135215,622.1197743172246,18.973862528083764,0.06460154693675076,1
NGC,223,-86.03629687717961,35.56097505799921,384.97230663451506,20.317722480734457,0.06931563554225027,1
NGC,224,-89.89346275435436,34.18581829457364,564.990837977932,21.957512655920393,0.08104737980372353,0
NGC,225,134.10979752738493,3.278303096520719,422.44715007125063,21.089344992139726,0.07921014735545645,1
NGC,226,214.15014177919448,0.07181382049978635,628.6155341597415,22.8288458206681,0.0901988985209174,0
NGC,227,260.5600080736748,12.102746454528505,484.8581374267259,21.41081930730532,0.07214439476988048,1
NGC,228,225.37411156132376,34.48258006245025,533.2544399489425,22.309953472986667,0.0830844500011525,0
NGC,229,231.93711678604606,37.80953536614323,663.5181124973343,20.56271897940525,0.07483439409654331,1
NGC,230,172.16869067916576,3.016983377876236,516.5530641510638,20.54981541649395,0.07518054903008602,1
NGC,231,225.68617586742766,32.33904617398577,637.1209639354392,20.776136211925106,0.07785986448903974,1
NGC,232,174.8349863181588,-0.35987339529926565,568.3005608163087,21.422070962822605,0.08072152711217752,0
NGC,233,234.04946031247766,3.6732649409697484,563.035849770543,21.889570966752295,0.07913545178429818,0
NGC,234,182.7453449936897,-1.2198311009839293,432.0624376067334,21.34680135032501,0.08129273078048489,1
NGC,235,209.67551501717583,4.2887948178852735,666.0971653518042,21.641090284559052,0.0784896267835581,1
NGC,236,212.46902194631235,38.68662511722698,516.2643679209332,20.663384555544134,0.07414846788239844,1
NGC,237,230.29030822029864,32.79790555362816,612.0879948117512,21.6916693811654,0.07804215201803195,1
NGC,238,109.97323628100273,36.60988529729215,528.0150596540486,20.92440035226255,0.07491922006025509,1
NGC,239,138.89598604089423,-0.2991046112306998,355.8247529161496,22.421120007080916,0.07882470409111456,0
NGC,240,148.81703642957504,-3.923735518264426,594.0578525203728,21.640056186651815,0.07703140521084939,1
NGC,241,265.65227285180055,32.860868146886425,650.2460328146303,19.843351989422374,0.06841928458801509,1
NGC,242,170.62476373371555,-6.473581099917646,458.50136773752024,21.451483971304434,0.08306967138575218,1
NGC,243,256.9659221613325,5.210071002488287,650.4028081541114,20.008959900764165,0.0807744183543083,1
NGC,244,250.96259658076576,1.2097250682873135,553.6340569304186,22.239375740383025,0.07541746658725115,1
