Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,
355,528,-1,-1,-1,120,87,117,-1,-1,-1,-1,-1,-1,-1,-1,583,-1,-1,-1,
356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,143,489,411,-1,-1,
361,-1,946,-1,-1,760,590,817,820,-1,-1,-1,-1,-1,-1,-1,545,-1,-1,-1,
364,476,510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,598,745,994,-1,426,461,274,
365,311,513,653,352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
367,-1,425,341,304,409,376,425,351,407,599,-1,-1,-1,-1,-1,-1,-1,777,589,
368,866,815,-1,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
370,-1,-1,207,-1,418,-1,-1,-1,-1,-1,701,-1,349,970,624,-1,-1,-1,-1,
373,-1,-1,-1,-1,-1,-1,-1,662,596,150,-1,170,752,698,708,-1,-1,-1,-1,
374,933,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
375,-1,-1,-1,-1,-1,-1,-1,429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
376,-1,-1,357,421,640,-1,-1,-1,-1,142,183,250,-1,607,-1,174,-1,-1,-1,
377,586,592,888,-1,-1,-1,-1,501,-1,-1,135,202,-1,-1,-1,-1,-1,-1,-1,
378,855,616,-1,961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,616,849,-1,-1,842,679,1162,553,595,1564,1427,843,-1,-1,-1,1850,-1,-1,-1,
380,-1,-1,-1,648,-1,-1,-1,-1,-1,-1,311,-1,-1,-1,-1,-1,-1,-1,-1,
381,540,862,507,542,-1,778,455,-1,1107,716,-1,-1,809,1189,-1,777,-1,-1,-1,
382,-1,-1,-1,-1,-1,-1,-1,-1,-1,487,-1,-1,-1,-1,600,257,706,-1,317,
384,-1,891,679,346,529,-1,600,152,155,-1,143,175,-1,-1,-1,-1,159,514,371,
385,1073,210,-1,-1,-1,335,-1,-1,521,807,798,-1,933,-1,-1,1316,-1,-1,733,
386,-1,-1,-1,-1,-1,-1,667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
387,-1,-1,-1,-1,-1,-1,-1,199,272,-1,188,69,121,147,109,199,162,199,64,
389,171,-1,-1,575,195,332,301,216,-1,-1,-1,-1,-1,776,178,340,-1,-1,559,
390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,421,-1,-1,
391,-1,-1,340,72,-1,-1,-1,-1,-1,-1,191,135,-1,-1,386,-1,225,-1,72,
394,467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,446,258,331,-1,200,143,176,-1,81,405,-1,-1,-1,-1,-1,-1,-1,
397,238,332,260,289,262,253,299,406,-1,320,325,-1,-1,484,605,282,252,298,333,
-1,-1,-1,73,188,94,124,152,354,284,635,262,-1,-1,-1,-1,-1,-1,-1,-1,
399,-1,-1,271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,660,-1,-1,-1,
401,647,449,-1,-1,-1,-1,679,947,-1,974,-1,1253,1058,420,-1,729,-1,-1,-1,
402,291,-1,-1,707,1162,1318,-1,-1,-1,-1,-1,-1,-1,-1,928,1452,617,699,-1,
404,411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,185,-1,877,-1,-1,-1,-1,-1,-1,
407,262,984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
408,485,435,194,-1,-1,-1,-1,655,-1,548,-1,-1,-1,-1,-1,-1,-1,255,-1,
409,-1,255,-1,-1,-1,559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,576,-1,705,
410,203,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
411,879,779,1021,-1,-1,364,438,306,375,502,391,282,267,320,267,332,311,417,362,
412,-1,798,-1,-1,-1,423,547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
413,-1,-1,-1,-1,-1,-1,-1,-1,697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
414,398,532,317,480,887,-1,99,174,-1,-1,409,-1,-1,-1,-1,-1,-1,-1,-1,
416,331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
417,1023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,375,-1,-1,-1,-1,-1,-1,
420,-1,-1,-1,-1,-1,-1,-1,-1,885,-1,1206,-1,-1,-1,-1,-1,-1,-1,-1,
424,-1,386,642,505,-1,-1,-1,-1,-1,653,-1,-1,-1,553,486,-1,-1,-1,284,
425,668,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
426,-1,533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,711,-1,1156,-1,-1,-1,-1,-1,
-1,997,1198,857,856,2156,-1,2374,-1,-1,-1,1596,1109,1222,1459,-1,-1,-1,2173,2433,
429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,383,532,-1,-1,-1,-1,
432,-1,-1,-1,-1,-1,599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
433,-1,-1,78,-1,-1,269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
434,-1,903,293,265,334,536,-1,370,720,-1,-1,-1,-1,-1,-1,-1,-1,-1,537,
435,363,-1,-1,-1,-1,-1,-1,-1,560,-1,-1,-1,-1,-1,-1,440,-1,-1,707,
436,547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
437,594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
440,-1,149,89,77,166,24,114,-1,312,92,113,124,142,222,205,-1,60,-1,-1,
441,276,272,143,223,151,116,208,209,242,147,170,188,126,180,162,138,139,140,-1,
443,125,92,121,-1,-1,-1,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
445,377,360,518,520,-1,927,437,850,568,647,404,323,413,-1,-1,-1,-1,-1,509,
446,-1,-1,-1,787,-1,-1,398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
447,506,-1,-1,186,-1,-1,227,291,379,830,860,544,289,-1,-1,-1,-1,965,-1,
449,-1,861,710,983,995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
450,268,249,162,256,370,353,365,308,244,-1,238,218,-1,-1,311,664,524,-1,-1,
451,778,-1,900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,854,796,891,757,-1,-1,-1,-1,-1,-1,-1,1505,695,-1,-1,
454,194,230,-1,-1,732,-1,-1,-1,-1,-1,216,-1,-1,-1,-1,-1,-1,-1,-1,
-1,1979,2137,-1,-1,-1,-1,-1,-1,1519,1033,-1,-1,-1,-1,-1,-1,-1,-1,-1,
456,909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1473,-1,-1,-1,-1,-1,
457,470,496,545,-1,236,-1,-1,-1,-1,-1,892,-1,-1,-1,-1,715,300,1072,767,
458,248,-1,555,87,-1,208,795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,191,-1,
459,-1,979,845,910,1586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,309,
460,101,-1,117,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
462,-1,233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
463,342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
466,627,-1,467,842,672,550,606,1126,660,1474,-1,-1,360,-1,777,-1,364,-1,-1,
467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,-1,-1,-1,-1,-1,-1,
468,-1,-1,122,99,101,73,170,108,99,-1,-1,-1,-1,-1,-1,-1,175,-1,218,
470,965,-1,1297,-1,-1,602,869,-1,826,420,-1,-1,-1,675,376,-1,-1,-1,-1,
471,850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
476,1137,-1,-1,-1,1694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
480,-1,600,-1,-1,-1,-1,-1,-1,890,-1,-1,-1,664,206,-1,-1,-1,-1,-1,
481,-1,-1,514,537,714,220,-1,191,-1,387,643,-1,-1,-1,-1,672,121,314,138,
482,724,-1,-1,214,-1,-1,486,-1,383,322,505,723,-1,-1,-1,-1,-1,-1,-1,
484,915,-1,-1,-1,-1,560,333,-1,-1,903,911,-1,-1,-1,-1,-1,-1,-1,-1,
487,434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
490,727,-1,627,792,495,-1,-1,571,259,-1,-1,-1,-1,-1,-1,-1,-1,582,-1,
491,742,-1,-1,-1,-1,183,332,1006,-1,-1,-1,-1,-1,297,653,-1,-1,-1,-1,
496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,676,-1,-1,-1,
497,-1,-1,-1,-1,-1,100,-1,469,-1,-1,-1,111,-1,280,101,576,-1,-1,-1,
499,704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
500,263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,180,-1,
502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,378,249,187,559,-1,-1,
504,707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
507,-1,555,-1,-1,-1,-1,-1,-1,-1,-1,490,-1,860,-1,-1,-1,490,-1,-1,
510,718,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
513,-1,-1,-1,217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,207,-1,
518,-1,-1,-1,-1,1125,901,-1,651,183,613,-1,483,-1,-1,-1,-1,-1,-1,-1,
519,1306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
520,300,756,504,-1,657,246,268,461,-1,594,621,342,292,242,156,404,262,430,209,
522,-1,653,-1,-1,-1,-1,-1,-1,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
523,-1,-1,-1,639,-1,-1,-1,-1,-1,-1,-1,208,-1,-1,-1,-1,-1,-1,-1,
528,-1,688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
531,990,-1,-1,1280,-1,1018,981,-1,-1,614,-1,-1,-1,-1,-1,-1,-1,-1,1573,
532,-1,1692,1063,-1,-1,-1,-1,-1,-1,854,582,633,392,1115,-1,-1,-1,-1,-1,
533,-1,-1,-1,567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
537,-1,-1,-1,-1,-1,-1,-1,444,461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
539,761,478,1360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
542,588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
543,364,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,379,679,286,-1,
544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,712,1293,802,1167,
546,425,204,-1,151,247,273,-1,-1,74,368,65,401,-1,229,-1,-1,628,474,258,
547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,326,-1,-1,
550,246,1007,-1,-1,-1,-1,-1,-1,234,-1,-1,-1,468,-1,-1,-1,-1,-1,664,
551,-1,-1,-1,855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
552,295,-1,-1,-1,163,-1,-1,-1,-1,-1,-1,-1,-1,-1,460,-1,-1,-1,-1,
555,-1,307,-1,-1,-1,-1,-1,-1,203,592,640,435,239,-1,-1,-1,-1,-1,-1,
556,775,951,1496,-1,-1,-1,-1,1655,646,394,652,-1,-1,-1,-1,-1,-1,-1,-1,
561,894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1588,-1,-1,-1,
563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,429,-1,-1,-1,
564,685,1384,-1,-1,-1,-1,-1,-1,740,-1,-1,944,1207,-1,-1,-1,-1,-1,-1,
566,304,947,484,351,406,532,419,521,545,-1,-1,-1,328,-1,-1,278,586,-1,-1,
567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,559,1078,-1,-1,-1,-1,-1,-1,-1,
568,326,382,-1,-1,-1,-1,-1,788,-1,-1,774,-1,565,-1,-1,-1,-1,-1,-1,
571,-1,-1,-1,982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,318,-1,-1,-1,
572,565,433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
574,-1,926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
575,468,-1,210,-1,-1,-1,-1,-1,-1,-1,-1,885,-1,988,-1,-1,-1,-1,-1,
576,777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1467,-1,
580,-1,-1,-1,-1,-1,428,678,1016,-1,-1,668,-1,781,611,-1,-1,259,434,307,
581,568,276,142,242,174,245,322,211,377,392,341,237,540,324,361,225,329,-1,652,
582,234,-1,-1,-1,-1,-1,545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
583,-1,842,-1,-1,616,291,617,989,-1,-1,-1,-1,288,-1,-1,-1,-1,-1,-1,
584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,660,-1,-1,-1,-1,-1,-1,184,
586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,298,691,243,-1,-1,-1,-1,-1,-1,
590,418,-1,-1,-1,-1,-1,-1,-1,-1,-1,217,-1,-1,-1,-1,-1,-1,-1,-1,
591,-1,601,878,1339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
592,218,174,-1,-1,747,323,186,341,838,-1,192,345,-1,274,144,146,189,-1,-1,
593,212,-1,-1,-1,-1,-1,-1,121,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,613,483,-1,-1,-1,-1,1477,501,1120,731,1148,-1,-1,-1,-1,-1,-1,
600,1123,-1,252,431,-1,-1,-1,317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
601,-1,-1,753,854,467,287,396,327,393,873,-1,-1,575,537,-1,343,895,475,412,
604,-1,-1,-1,1260,-1,-1,473,819,-1,-1,-1,870,-1,-1,-1,-1,-1,-1,-1,
606,814,-1,-1,-1,-1,-1,-1,-1,156,-1,199,591,-1,505,-1,-1,-1,725,727,
607,-1,-1,560,756,441,-1,-1,633,840,-1,-1,430,872,-1,471,572,290,-1,-1,
609,1283,1379,1566,1878,1332,1459,-1,-1,-1,-1,1008,-1,1895,1903,-1,1856,772,-1,838,
610,392,-1,848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
614,623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,553,-1,
615,1191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
616,541,-1,-1,-1,-1,338,-1,554,483,-1,587,1351,-1,1014,861,952,581,-1,280,
617,-1,-1,327,1299,1083,636,-1,-1,-1,585,445,-1,-1,-1,-1,-1,-1,-1,-1,
619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1380,-1,-1,-1,
622,-1,-1,-1,-1,-1,-1,581,-1,-1,896,555,732,-1,-1,-1,-1,-1,737,-1,
623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,467,347,-1,-1,1394,1104,908,1064,1376,
624,661,719,1517,-1,-1,-1,-1,-1,-1,-1,-1,-1,526,-1,-1,-1,-1,-1,-1,
627,-1,1163,-1,-1,634,601,384,1301,-1,-1,-1,-1,-1,-1,-1,1259,-1,-1,486,
629,-1,-1,730,649,628,-1,423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
636,-1,-1,-1,1023,1564,1887,-1,-1,-1,-1,-1,-1,-1,1084,871,773,2063,-1,-1,
642,1474,-1,-1,-1,1506,-1,-1,2208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1555,-1,-1,1933,1154,1393,
646,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,313,399,348,78,205,-1,170,
647,414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
648,563,-1,-1,-1,613,831,1015,-1,243,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,527,1082,726,402,657,933,
650,716,-1,392,759,601,824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
653,-1,-1,-1,-1,-1,1127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
656,-1,-1,-1,-1,-1,-1,-1,-1,271,198,377,-1,-1,-1,-1,155,-1,-1,-1,
657,-1,-1,-1,-1,-1,-1,-1,-1,-1,980,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,296,496,278,103,284,241,115,382,205,-1,197,114,-1,-1,-1,256,
659,550,-1,-1,-1,186,240,389,304,221,297,586,-1,-1,-1,-1,-1,-1,-1,-1,
661,403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
662,-1,-1,441,205,344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
663,-1,-1,-1,-1,-1,1743,-1,-1,-1,2176,1012,-1,710,1770,-1,-1,-1,-1,-1,
664,368,397,306,-1,-1,-1,-1,-1,-1,-1,716,845,-1,734,657,-1,-1,638,-1,
666,675,562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
668,-1,-1,-1,502,-1,-1,-1,-1,1288,371,-1,-1,-1,-1,-1,-1,-1,-1,-1,
669,-1,381,884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
670,-1,-1,-1,-1,-1,-1,-1,-1,715,-1,-1,-1,-1,-1,-1,-1,935,811,349,
671,764,-1,-1,-1,911,-1,-1,498,-1,1597,-1,-1,-1,-1,-1,-1,-1,-1,-1,
673,923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,603,814,-1,-1,-1,-1,
675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1311,-1,
676,-1,-1,-1,-1,-1,-1,-1,-1,786,-1,148,-1,180,463,-1,-1,-1,-1,-1,
677,924,-1,-1,-1,-1,-1,-1,-1,-1,1314,-1,-1,-1,-1,-1,-1,-1,-1,-1,
678,-1,-1,-1,-1,-1,-1,-1,-1,467,-1,-1,-1,203,-1,-1,-1,-1,-1,-1,
681,310,708,-1,283,164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
683,-1,-1,-1,-1,-1,-1,-1,-1,380,248,-1,-1,-1,-1,-1,-1,-1,-1,-1,
686,457,-1,-1,-1,807,-1,-1,-1,1684,-1,-1,1174,-1,-1,-1,-1,-1,1495,-1,
688,-1,617,458,-1,-1,583,308,-1,-1,-1,532,-1,396,904,419,-1,-1,-1,1382,
691,1397,396,375,1398,679,888,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,438,294,360,-1,-1,-1,-1,
694,378,534,-1,880,-1,-1,270,606,487,-1,-1,688,-1,238,985,204,-1,865,-1,
697,1604,-1,-1,952,1684,884,1000,-1,-1,-1,-1,-1,-1,-1,-1,-1,1508,-1,1809,
701,477,-1,-1,-1,1675,-1,2210,1410,1748,780,988,671,1521,834,-1,1276,2017,754,-1,
702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,253,293,-1,-1,-1,103,229,111,135,
703,442,567,1114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1628,
705,-1,1436,298,309,905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,673,-1,
709,-1,-1,-1,-1,-1,1600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
710,-1,489,-1,966,471,509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
712,428,-1,1319,-1,792,459,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
713,622,281,414,277,-1,522,-1,-1,-1,-1,-1,-1,678,-1,-1,-1,-1,-1,-1,
714,-1,-1,-1,-1,-1,1229,692,600,620,266,-1,441,533,-1,-1,-1,-1,-1,-1,
718,998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
720,247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
723,-1,-1,-1,-1,-1,-1,-1,-1,-1,1148,909,974,-1,-1,-1,-1,-1,-1,-1,
725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,820,-1,-1,
726,-1,-1,-1,-1,-1,-1,-1,248,261,465,482,449,-1,661,1113,-1,-1,-1,-1,
727,-1,289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
729,-1,-1,-1,1996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1231,-1,-1,-1,-1,
733,559,330,361,243,-1,-1,300,394,-1,-1,-1,-1,-1,894,431,-1,-1,-1,-1,
-1,875,-1,-1,1082,1051,411,278,170,546,233,-1,-1,686,982,370,699,-1,751,410,
737,-1,-1,-1,785,574,-1,-1,-1,-1,-1,-1,-1,-1,-1,599,-1,-1,-1,-1,
738,1276,424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
742,871,437,353,332,-1,451,267,427,309,216,250,-1,-1,-1,472,537,829,-1,-1,
743,-1,-1,-1,427,1062,-1,-1,350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
745,1720,-1,-1,-1,-1,-1,-1,1190,-1,369,-1,-1,-1,-1,-1,-1,-1,-1,-1,
746,-1,-1,-1,857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
748,-1,-1,-1,-1,-1,-1,-1,-1,1302,-1,-1,-1,-1,-1,-1,-1,1017,-1,1140,
749,283,711,634,599,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
750,944,-1,-1,693,-1,-1,-1,-1,-1,1289,773,-1,-1,-1,-1,-1,-1,-1,-1,
751,401,363,-1,1432,-1,-1,966,-1,1867,1450,1352,-1,-1,-1,-1,-1,-1,-1,-1,
752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,803,1394,750,
753,858,-1,-1,-1,-1,1343,1199,1102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
754,607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
757,986,520,329,1055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
759,865,-1,-1,-1,1196,-1,1772,-1,-1,-1,-1,-1,-1,-1,-1,-1,1131,-1,-1,
760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1444,-1,-1,-1,
766,733,-1,-1,-1,1370,964,902,-1,-1,938,1948,-1,-1,-1,-1,-1,-1,-1,-1,
769,389,-1,-1,441,788,158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1008,220,213,
770,-1,409,-1,-1,-1,-1,-1,-1,-1,-1,-1,473,-1,-1,-1,-1,-1,-1,-1,
772,880,-1,1102,927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,995,1295,
773,-1,923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
774,736,877,563,1418,-1,-1,989,583,661,904,846,-1,-1,-1,-1,-1,-1,-1,-1,
776,-1,-1,-1,-1,1633,1910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,766,1803,-1,-1,-1,-1,-1,2213,-1,
778,-1,1171,651,1156,706,1083,924,-1,-1,-1,452,-1,1664,-1,1381,-1,-1,645,627,
779,1259,1963,2699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1819,1622,
781,2280,-1,-1,-1,1537,-1,-1,-1,-1,1255,-1,1440,-1,-1,-1,-1,-1,-1,997,
783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1110,-1,
784,-1,-1,745,-1,-1,-1,-1,-1,1758,591,-1,-1,1517,-1,-1,-1,475,1429,-1,
785,1642,-1,-1,-1,484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
787,-1,1910,2395,-1,-1,-1,1811,-1,1707,-1,-1,-1,982,-1,-1,-1,-1,-1,-1,
788,-1,-1,1643,-1,-1,742,-1,-1,-1,-1,2235,-1,-1,-1,-1,-1,-1,-1,-1,
