8.1249178210e-03,7.8801002122e-03,8.2816218364e-03,8.1609075707e-03,8.2622417977e-03,8.2397913323e-03,8.2855628137e-03,8.2644366547e-03,8.3580465368e-03,8.2714800111e-03,8.8999734742e-03,8.3006445963e-03,8.4636451930e-03,8.3745985694e-03,8.4201964394e-03,8.4163794524e-03,8.4611537436e-03,8.3859803823e-03,8.3477265648e-03,8.4052423905e-03,8.4154640040e-03,8.4781207359e-03
8.1366273601e-03,7.8877373607e-03,8.2831192581e-03,8.1813687010e-03,8.2841748998e-03,8.2684900921e-03,8.3006135531e-03,8.3101283808e-03,8.3196216430e-03,8.4111473888e-03,8.3006445963e-03,9.0432458151e-03,8.3057716921e-03,8.5239185033e-03,8.4732982716e-03,8.4863161507e-03,8.5272665353e-03,8.4168284228e-03,8.3887480795e-03,8.4455034717e-03,8.4399438408e-03,8.5515623389e-03
8.1203058922e-03,7.8783321634e-03,8.2729756856e-03,8.1695860654e-03,8.2768492300e-03,8.2563047967e-03,8.2923849357e-03,8.2784454938e-03,8.3427457958e-03,8.3371590845e-03,8.4636451930e-03,8.3057716921e-03,9.3150252335e-03,8.5033441653e-03,8.5978674758e-03,8.5360200009e-03,8.5939589824e-03,8.4454854252e-03,8.4416390664e-03,8.4663042136e-03,8.4685330732e-03,8.6148025378e-03
8.1358080892e-03,7.8870788851e-03,8.2806410249e-03,8.1810234061e-03,8.2909866206e-03,8.2737807513e-03,8.3043497940e-03,8.3062957571e-03,8.3344129145e-03,8.3711874612e-03,8.3745985694e-03,8.5239185033e-03,8.5033441653e-03,9.5680800504e-03,8.5589849382e-03,8.6371163088e-03,8.5800673640e-03,8.5026647568e-03,8.4286400038e-03,8.4819958447e-03,8.4873397751e-03,8.6624771943e-03
8.1309493849e-03,7.8876691106e-03,8.2847309564e-03,8.1849414603e-03,8.2934157759e-03,8.2769484379e-03,8.3127100267e-03,8.3062596590e-03,8.3506396330e-03,8.3761971537e-03,8.4201964394e-03,8.4732982716e-03,8.5978674758e-03,8.5589849382e-03,9.5078666144e-03,8.7131882773e-03,8.8150532826e-03,8.4586905636e-03,8.5109427996e-03,8.5009022611e-03,8.4932715728e-03,8.6642943231e-03
8.1343046997e-03,7.8925558042e-03,8.2941944349e-03,8.1891481887e-03,8.3026493688e-03,8.2873732108e-03,8.3186368839e-03,8.3166407609e-03,8.3551128815e-03,8.3898833645e-03,8.4163794524e-03,8.4863161507e-03,8.5360200009e-03,8.6371163088e-03,8.7131882773e-03,9.6321138229e-03,8.2268900105e-03,8.7821207798e-03,8.3376252588e-03,8.5759595779e-03,8.6215266776e-03,8.7858581583e-03
8.1229330587e-03,7.8870572369e-03,8.2817182134e-03,8.1794363095e-03,8.2866466667e-03,8.2757023259e-03,8.3048299769e-03,8.3113135703e-03,8.4031373645e-03,8.4655482034e-03,8.4611537436e-03,8.5272665353e-03,8.5939589824e-03,8.5800673640e-03,8.8150532826e-03,8.2268900105e-03,1.0971906184e-02,8.5486872661e-03,9.0286756270e-03,8.6958172416e-03,8.6154764671e-03,8.6780722198e-03
8.1192861510e-03,7.8763589282e-03,8.2742039229e-03,8.1629706992e-03,8.2633158227e-03,8.2506110038e-03,8.2737468771e-03,8.2829472700e-03,8.3578731329e-03,8.3821056274e-03,8.3859803823e-03,8.4168284228e-03,8.4454854252e-03,8.5026647568e-03,8.4586905636e-03,8.7821207798e-03,8.5486872661e-03,1.1037977201e-02,8.7702878564e-03,8.9566543425e-03,8.9112484480e-03,9.1401684735e-03
8.0915574769e-03,7.8564592586e-03,8.2445326323e-03,8.1495595849e-03,8.2489124832e-03,8.2349578329e-03,8.2590531194e-03,8.2574984024e-03,8.3369138105e-03,8.3473273135e-03,8.3477265648e-03,8.3887480795e-03,8.4416390664e-03,8.4286400038e-03,8.5109427996e-03,8.3376252588e-03,9.0286756270e-03,8.7702878564e-03,1.5068450266e-02,9.6566676428e-03,8.5832653724e-03,8.6805798882e-03
8.1518786847e-03,7.8962401331e-03,8.2955701007e-03,8.1846096888e-03,8.2892137411e-03,8.2724834268e-03,8.3020275642e-03,8.2929558623e-03,8.3745266811e-03,8.3923083064e-03,8.4052423905e-03,8.4455034717e-03,8.4663042136e-03,8.4819958447e-03,8.5009022611e-03,8.5759595779e-03,8.6958172416e-03,8.9566543425e-03,9.6566676428e-03,1.3874182691e-02,1.1391335700e-02,1.3122396177e-02
