CID,IDSURVEY,zHD,RA_SN,DEC_SN,SRC_HEAD,HOST_RA,HOST_DEC
1297026,10,0.25854,35.820992,-5.182148,DES,35.821059999999996,-5.182104
1297061,10,0.53387,53.668201,-27.391729,DES,53.668236,-27.391678000000002
1297063,10,0.43516,53.751694,-27.299524,DES,53.751789,-27.299503
1297064,10,0.65045,53.489235,-26.466818,DES,53.489273,-26.466883000000003
1297070,10,0.73069,53.470223,-27.484638,DES,53.470135,-27.484709000000002
1297157,10,0.54888,54.004135,-26.429258,DES,54.004192,-26.429184000000003
1297318,10,0.33479,53.740730,-28.626982,DES,53.740826,-28.626862
1297353,10,0.54402,54.054771,-28.395136,DES,54.054919999999996,-28.394947
1297365,10,0.34316,54.320938,-28.519957,DES,54.32080799999999,-28.520174
1297377,10,0.60981,52.657703,-28.738693,DES,52.65805400000001,-28.738590000000002
1297465,10,0.27784,51.795311,-27.822104,DES,51.794724,-27.822512
1297490,10,0.73677,53.260059,-28.290663,DES,53.260383999999995,-28.290657
1297501,10,0.21492,51.838791,-28.125025,DES,51.838905,-28.125560999999998
1297532,10,0.86461,53.222633,-28.768408,DES,53.222614,-28.768501
1297580,10,0.63561,52.221073,-28.735945,DES,52.22113,-28.735948999999998
1297742,10,0.46256,8.609741,-43.095085,DES,8.609465,-43.095177
1297927,10,0.28513,9.876768,-44.063129,DES,9.876772,-44.063007
1298079,10,0.26048,43.202988,-0.589503,DES,43.203381,-0.5898100000000001
1298246,10,0.60946,43.304363,-0.460698,DES,43.304451,-0.460674
1298266,10,0.48930,41.767643,-1.058564,DES,41.767734999999995,-1.058614
1298369,10,0.47792,33.548611,-5.137582,DES,33.548344,-5.137189
1298763,10,0.60960,35.083477,-4.168476,DES,35.083785999999996,-4.1683699999999995
1298893,10,0.19616,35.724033,-6.256828,DES,35.724441999999996,-6.257048
1299033,10,0.69226,35.487579,-5.893085,DES,35.488021999999994,-5.893028
1299090,10,0.68339,36.000717,-6.527874,DES,36.000797,-6.527866
1299190,10,0.69836,35.787472,-4.655588,DES,35.787395000000004,-4.655465
1299258,10,0.80109,36.103451,-4.007724,DES,36.103355,-4.007521
1299266,10,0.91289,37.003159,-5.043743,DES,37.003184999999995,-5.043761
1299327,10,0.98158,36.817402,-3.962690,DES,36.817474,-3.9626919999999997
1299439,10,0.59158,10.600772,-44.221916,DES,10.601158999999999,-44.221733
1299503,10,0.29498,36.583641,-4.034917,DES,36.583385,-4.034513
1299643,10,0.37678,55.102634,-26.722080,DES,55.102699,-26.722181
1299712,10,0.73064,53.552700,-28.897236,DES,53.552898,-28.897259000000002
1299746,10,0.36571,53.939545,-28.975147,DES,53.939522,-28.97506
1299758,10,0.47241,54.467705,-29.132677,DES,54.467381,-29.132839
1299775,10,0.16008,53.438889,-29.676743,DES,53.438869,-29.6768
1299785,10,0.38131,53.911511,-28.319296,DES,53.912125,-28.319021000000003
1300025,10,0.41357,41.858223,-0.131752,DES,41.858501000000004,-0.131617
1300084,10,0.61843,42.631306,0.604085,DES,42.631221999999994,0.6037939999999999
1300160,10,0.40925,40.907589,-1.575324,DES,40.907776,-1.57528
1300179,10,0.31722,41.479092,-0.965503,DES,41.47913,-0.965016
1300390,10,0.26765,8.028375,-42.329327,DES,8.028391000000001,-42.329296
1300441,10,0.48485,10.266400,-44.180996,DES,10.266397999999999,-44.181057
1300470,10,0.51413,9.232756,-44.844143,DES,9.233115,-44.843964
1300516,10,0.31042,34.546364,-5.010114,DES,34.546402,-5.010082
1300517,10,0.40031,10.034175,-43.620003,DES,10.034162,-43.619811999999996
1300531,10,0.58454,10.212345,-43.975925,DES,10.212226,-43.976002
1300590,10,0.65633,34.871422,-4.747283,DES,34.871517,-4.747288
1300703,10,0.29571,36.640385,-5.476332,DES,36.640308000000005,-5.476426
1300777,10,0.81684,36.327133,-3.822918,DES,36.327545,-3.8227300000000004
1300912,10,0.33780,52.037891,-27.532908,DES,52.038166,-27.532742
1301142,10,0.71139,40.468140,-1.416064,DES,40.468006,-1.416089
1301332,10,0.46754,41.271008,-1.558829,DES,41.271029999999996,-1.558635
1301397,10,0.60955,40.252228,-1.020301,DES,40.252357,-1.020248
1301915,10,0.62043,53.842831,-27.549709,DES,53.842888,-27.549753000000003
1301933,10,0.32959,36.663719,-4.970757,DES,36.663174,-4.97178
1301936,10,0.34304,54.948563,-28.880789,DES,54.948485999999995,-28.880768
1301963,10,0.41527,54.885647,-28.482950,DES,54.885661999999996,-28.483165999999997
1302027,10,0.74899,55.160553,-29.382549,DES,55.16061800000001,-29.382671000000002
1302055,10,0.54327,54.594791,-28.156172,DES,54.595238,-28.156473
1302073,10,0.58845,54.865692,-29.240126,DES,54.865669,-29.240215000000003
1302110,10,0.45351,7.324174,-43.248089,DES,7.324549,-43.248325
1302117,10,0.49238,8.349338,-42.571308,DES,8.349511999999999,-42.571284999999996
1302123,10,0.29156,52.453339,-28.578219,DES,52.453430000000004,-28.578407000000002
1302185,10,0.73717,53.147728,-28.521929,DES,53.147877,-28.521965
1302187,10,0.21942,52.161892,-27.142117,DES,52.161919,-27.142319
1302188,10,0.34895,52.253094,-27.181551,DES,52.253184999999995,-27.181614
1302199,10,0.87001,52.618851,-27.356852,DES,52.619011,-27.356663
1302346,10,0.53042,10.543033,-43.697811,DES,10.542997,-43.697895
1302353,10,0.57193,10.275324,-44.231728,DES,10.275716000000001,-44.231575
1302359,10,0.25308,52.210117,-28.713800,DES,52.210163,-28.713831
1302399,10,0.76495,52.858009,-27.140434,DES,52.858169999999994,-27.140635999999997
1302418,10,0.47780,9.380938,-44.551220,DES,9.380949000000001,-44.551083
1302523,10,0.42391,36.317585,-4.659808,DES,36.31778,-4.659705000000001
1302550,10,0.75249,35.907120,-4.796024,DES,35.906948,-4.796454
1302564,10,0.52716,35.601662,-4.458018,DES,35.601760999999996,-4.458019999999999
1302572,10,0.58740,8.425838,-42.896225,DES,8.425974,-42.895851
1302635,10,0.20268,9.465967,-43.464108,DES,9.465727000000001,-43.464031
1302648,10,0.23171,10.002610,-44.054123,DES,10.00264,-44.054131
1302675,10,1.02836,35.719444,-4.213037,DES,35.719440000000006,-4.213023000000001
1302705,10,0.79229,10.175434,-43.575825,DES,10.175754,-43.575714000000005
1302719,10,0.64527,10.071714,-44.040039,DES,10.07162,-44.040031
1302738,10,0.67783,10.061046,-44.952156,DES,10.060977000000001,-44.952312
1302901,10,0.62618,41.108486,-1.405177,DES,41.108398,-1.40575
1302915,10,0.35921,40.837498,-0.573562,DES,40.837334000000006,-0.5739
1303118,10,0.58838,35.289028,-6.432251,DES,35.289093,-6.432256
1303140,10,0.49592,33.935436,-4.370296,DES,33.935474,-4.37016
1303197,10,0.52562,37.205124,-4.308754,DES,37.205172999999995,-4.308662
1303215,10,0.32869,55.127876,-26.844175,DES,55.127669999999995,-26.843823999999998
1303257,10,0.77159,36.304268,-4.966209,DES,36.30426,-4.966222
1303314,10,0.60491,36.328106,-4.754427,DES,36.328171000000005,-4.75399
1303317,10,0.47429,36.964356,-5.405714,DES,36.964386,-5.405995
1303466,10,0.65274,54.387119,-29.136845,DES,54.38715,-29.136872999999998
1303496,10,0.17978,53.848209,-29.591787,DES,53.848282,-29.592043
1303658,10,0.66788,8.524889,-42.873451,DES,8.524752000000001,-42.873413
1303663,10,0.81825,8.374683,-42.485996,DES,8.374984,-42.486115000000005
1303699,10,0.79547,51.658310,-27.895590,DES,51.658553999999995,-27.895477000000003
1303722,10,1.02468,52.971146,-27.572849,DES,52.97147,-27.572937
1303753,10,0.65242,8.085657,-43.381184,DES,8.086367999999998,-43.381679999999996
1303881,10,0.77004,9.507357,-44.080322,DES,9.507322,-44.080326
1303883,10,0.25904,8.863275,-44.917099,DES,8.862439,-44.917168
1303910,10,0.68456,9.101762,-43.936409,DES,9.1016,-43.936481
1303952,10,0.56262,35.871758,-6.921939,DES,35.872189,-6.922432000000001
1304183,10,0.63502,9.763758,-44.235523,DES,9.763724,-44.235546
1304193,10,0.45354,9.879700,-44.843594,DES,9.879671,-44.843678000000004
1304362,10,0.76177,9.364746,-44.240326,DES,9.36486,-44.240421000000005
1304442,10,0.21711,52.163063,-28.108288,DES,52.16317,-28.108171000000002
1304456,10,0.42989,41.531277,-1.074909,DES,41.531326,-1.074893
1304501,10,0.51882,41.909706,-1.271580,DES,41.909884999999996,-1.271615
1304503,10,0.52971,53.092903,-27.954512,DES,53.09301,-27.954534999999996
1304506,10,0.75421,53.164429,-28.657108,DES,53.164501,-28.657007
1304652,10,0.58126,42.093430,-1.062483,DES,42.093658000000005,-1.062329
1304678,10,0.21883,54.870091,-27.643946,DES,54.86993399999999,-27.643902
1304777,10,0.40476,53.544529,-29.374083,DES,53.546794999999996,-29.374111
1304779,10,0.55993,53.524139,-29.544495,DES,53.524356999999995,-29.544712
1304841,10,0.74126,10.004416,-44.418682,DES,10.004323,-44.418732
1304991,10,0.65866,42.527180,-0.848796,DES,42.527279,-0.848549
1305051,10,0.29887,42.559826,-0.034187,DES,42.560154,-0.03399
1305219,10,0.61633,42.504555,0.052604,DES,42.504574,0.052446000000000007
1305276,10,0.25286,34.147736,-5.271104,DES,34.147984,-5.271097
1305308,10,0.68972,34.507683,-5.548003,DES,34.507694,-5.548024
1305350,10,0.49263,35.931988,-7.177485,DES,35.932045,-7.177536999999999
1305409,10,0.61935,35.237640,-6.930228,DES,35.237675,-6.930185000000001
1305486,10,0.89888,36.366768,-5.072262,DES,36.366946999999996,-5.072275
1305504,10,0.49559,36.058437,-5.164576,DES,36.057907,-5.165079
1305541,10,0.83293,36.642719,-5.560069,DES,36.642239000000004,-5.560589
1305626,10,0.32572,35.654617,-4.133254,DES,35.654635999999996,-4.133271
1305687,10,0.62740,41.293858,-0.700321,DES,41.293701,-0.69928
1305756,10,0.27589,53.495350,-26.872685,DES,53.495224,-26.872266999999997
1305785,10,0.47327,9.893359,-44.833420,DES,9.893391000000001,-44.833420000000004
1305807,10,0.56997,9.613655,-43.922909,DES,9.613650999999999,-43.923054
1305835,10,0.34196,10.065388,-44.370457,DES,10.065436,-44.370411
1305873,10,0.60092,53.600750,-27.665558,DES,53.600513,-27.665676
1305946,10,0.64663,34.408314,-5.219437,DES,34.408382,-5.219321
1306059,10,0.60631,36.378788,-4.752790,DES,36.378859999999996,-4.7526779999999995
1306067,10,0.72220,55.089386,-28.779875,DES,55.089507999999995,-28.779916999999998
1306073,10,0.32858,36.850643,-3.749355,DES,36.850567,-3.749221
1306110,10,0.60864,36.221520,-3.822196,DES,36.220924,-3.821939
1306141,10,0.33239,54.897774,-28.910761,DES,54.897769999999994,-28.910248
1306360,10,0.45478,53.676712,-26.486982,DES,53.676704,-26.487257
1306366,10,0.15062,42.248135,-0.503100,DES,42.24712,-0.503019
1306378,10,0.36101,43.755081,-0.032459,DES,43.7551,-0.032378
1306390,10,0.40911,43.316361,-0.030057,DES,43.316399,-0.030026
1306423,10,0.44638,43.188110,-0.886169,DES,43.187901000000004,-0.886201
1306578,10,0.42044,6.868335,-43.116550,DES,6.8688,-43.116653
1306626,10,0.42089,54.877281,-27.238987,DES,54.877239,-27.239110999999998
1306736,10,0.55145,54.920952,-27.748051,DES,54.921165,-27.747840999999998
1306980,10,0.54674,7.036068,-43.291557,DES,7.035891,-43.291695000000004
1306986,10,0.44808,7.867339,-42.875576,DES,7.867288,-42.875546
1306991,10,0.42199,8.468144,-42.094757,DES,8.468082,-42.094688
1307261,10,0.70351,36.624493,-4.003188,DES,36.624588,-4.003195
1307277,10,0.41113,41.738815,-0.235549,DES,41.738831,-0.23556100000000002
1307748,10,0.52527,52.049801,-28.052624,DES,52.049038,-28.053427000000003
1307783,10,0.74061,52.687191,-27.469523,DES,52.687259999999995,-27.469807
1307830,10,0.35948,53.294464,-27.957768,DES,53.294861,-27.957586
1307843,10,0.92146,52.784645,-28.720318,DES,52.784732999999996,-28.720337
1308314,10,0.40647,53.415611,-28.940748,DES,53.415836,-28.940893
1308326,10,0.32622,42.270138,0.582344,DES,42.270340000000004,0.5820420000000001
1308357,10,0.34157,41.335754,-1.191918,DES,41.335865000000005,-1.191828
1308453,10,0.75572,36.880295,-3.961907,DES,36.880547,-3.9618160000000002
1308529,10,0.72212,35.844116,-3.992856,DES,35.843983,-3.9927050000000004
1308568,10,0.64304,33.873203,-5.052549,DES,33.873154,-5.052561
1308582,10,0.36704,37.137245,-4.372774,DES,37.137203,-4.372703
1308589,10,0.68576,52.369988,-28.462507,DES,52.369991,-28.462612
1308916,10,0.43769,55.022717,-27.152811,DES,55.022606,-27.152872
1309013,10,0.21260,35.466110,-7.339985,DES,35.46608,-7.339446000000001
1309051,10,0.59629,36.498627,-6.211551,DES,36.498740999999995,-6.211505000000001
1309215,10,0.77464,51.672638,-28.323961,DES,51.672451,-28.323631
1309227,10,0.92576,53.180794,-28.452227,DES,53.180927000000004,-28.452267
1309288,10,0.26793,54.644871,-29.194429,DES,54.64481,-29.194363
1309293,10,0.33472,53.945625,-28.484200,DES,53.945693999999996,-28.484144
1309323,10,0.48309,54.588749,-28.808949,DES,54.588726,-28.809023
1309330,10,0.34472,54.249947,-28.739609,DES,54.250053,-28.739643
1309376,10,0.74009,54.044079,-28.000813,DES,54.044284999999995,-28.000912
1309492,10,0.33352,53.300850,-28.024872,DES,53.300854,-28.024960999999998
1309509,10,0.96296,52.968662,-27.248074,DES,52.968830000000004,-27.248276
1309551,10,0.65135,6.474001,-42.907005,DES,6.474008,-42.907021
1309694,10,0.45353,10.949914,-44.054592,DES,10.949876,-44.054417
1309696,10,0.80954,9.208918,-43.436115,DES,9.209031,-43.436085
1309870,10,1.01382,53.223663,-28.214186,DES,53.223431000000005,-28.214508000000002
1309874,10,0.27001,10.337526,-43.967869,DES,10.337539,-43.967655
1309982,10,1.08142,53.747498,-28.159517,DES,53.747356,-28.159221999999996
1310073,10,0.62703,42.482502,-0.870355,DES,42.482533000000004,-0.87035
1310182,10,0.49611,41.571674,-0.728000,DES,41.571735,-0.7280479999999999
1310236,10,0.69085,40.617313,-0.716034,DES,40.617359,-0.7161890000000001
1310294,10,0.43967,33.549397,-4.695845,DES,33.549484,-4.695752
1310303,10,0.69530,34.642025,-4.796791,DES,34.641876,-4.796894
1310304,10,0.66881,34.108864,-5.040257,DES,34.108906,-5.040336
1310367,10,0.23332,34.742241,-6.718639,DES,34.742354999999996,-6.718553
1310396,10,0.32250,35.060249,-6.052929,DES,35.060162,-6.052902
1310432,10,0.29471,36.299637,-6.359507,DES,36.299622,-6.359627
1310475,10,0.66375,35.053261,-6.472534,DES,35.053413,-6.472673
1310485,10,0.43313,35.259174,-6.395768,DES,35.259192999999996,-6.395823
1310916,10,0.67923,54.773846,-28.236921,DES,54.774956,-28.236753000000004
1310963,10,0.45919,54.152069,-29.405451,DES,54.152083999999995,-29.405485
1310964,10,0.75147,54.153732,-29.384672,DES,54.153641,-29.384816999999998
1311001,10,0.63094,52.423546,-28.055479,DES,52.424263,-28.055547999999998
1311113,10,0.61533,52.737068,-28.157860,DES,52.737038,-28.157749
1311151,10,0.67765,53.169590,-27.660196,DES,53.169743000000004,-27.660197999999998
1311247,10,0.44183,8.020238,-43.909603,DES,8.020133999999999,-43.909561
1311394,10,0.34291,9.572380,-43.261540,DES,9.572152,-43.261475
1311496,10,0.69066,41.871059,-0.689306,DES,41.871097999999996,-0.689317
1311590,10,0.55910,34.435017,-4.415624,DES,34.434868,-4.415619
1311631,10,0.64039,34.010941,-4.718192,DES,34.011105,-4.7182260000000005
1311632,10,0.42420,34.689858,-5.072332,DES,34.68988,-5.072289
1311755,10,0.47100,35.604141,-4.257723,DES,35.603935,-4.257517
1311884,10,0.68136,36.810276,-5.181068,DES,36.810234,-5.181058999999999
1311903,10,0.71912,36.761498,-4.012285,DES,36.761692,-4.012222
1311921,10,1.04436,36.541004,-4.254859,DES,36.541035,-4.25513
1312164,10,0.52327,9.054750,-43.600414,DES,9.054849,-43.600559000000004
1312171,10,0.50043,9.662512,-43.906895,DES,9.662444,-43.907009
1312213,10,0.40697,42.488152,0.097255,DES,42.488346,0.097317
1312274,10,0.42450,42.610977,-0.361718,DES,42.610901,-0.361836
1312818,10,0.72292,54.390797,-27.473509,DES,54.390839,-27.473436
1312821,10,0.66121,54.080181,-26.989931,DES,54.080195999999994,-26.989813
1312897,10,0.28578,35.710095,-4.423516,DES,35.710201,-4.423567
1313026,10,0.53696,54.246273,-28.631817,DES,54.246306999999995,-28.631733
1313057,10,0.33754,51.647163,-28.021414,DES,51.647289,-28.021437
1313177,10,0.63498,7.632814,-42.948551,DES,7.63287,-42.948566
1313230,10,0.21792,8.482974,-42.698265,DES,8.48287,-42.69828
1313434,10,0.69071,9.894674,-43.140526,DES,9.894939,-43.14082
1313572,10,0.70130,40.727997,-0.686762,DES,40.727982,-0.6870109999999999
1313594,10,0.28834,34.832935,-5.789424,DES,34.832684,-5.7892410000000005
1313698,10,0.43619,34.805790,-4.187763,DES,34.805801,-4.187651
1314047,10,0.45696,36.422497,-3.849453,DES,36.422424,-3.849743
1314067,10,0.43365,36.691063,-4.824906,DES,36.691128000000006,-4.824841999999999
1314071,10,0.32707,36.619381,-4.036044,DES,36.619431,-4.035996
1314162,10,0.58141,36.859489,-4.183014,DES,36.859703,-4.183278
1314296,10,0.70426,36.887184,-5.107933,DES,36.887188,-5.107927
1314317,10,0.78665,36.596672,-5.312144,DES,36.597023,-5.312158999999999
1314554,10,0.35159,43.578911,0.298071,DES,43.579079,0.298043
1314581,10,0.57450,42.559647,-0.941775,DES,42.559891,-0.941688
1314709,10,0.65988,54.872791,-26.824076,DES,54.872704000000006,-26.824259
1314847,10,0.52053,37.032578,-4.633980,DES,37.032768,-4.633701
1314897,10,0.33662,36.606628,-4.155160,DES,36.606773,-4.154642
1315191,10,0.58357,42.135696,0.282034,DES,42.135784,0.28228000000000003
1315192,10,0.22714,42.985901,-0.523071,DES,42.985901,-0.523071
1315197,10,0.20823,42.266838,0.116706,DES,42.266914,0.116694
1315259,10,0.22806,40.864075,-1.603645,DES,40.863548,-1.602379
1315296,10,0.41257,40.301579,-0.764383,DES,40.301476,-0.7641720000000001
1315570,10,0.61273,53.304596,-28.793222,DES,53.304306000000004,-28.793615000000003
1315795,10,0.37813,55.123661,-27.538530,DES,55.124214,-27.538908000000003
1315806,10,0.69525,53.461903,-27.387539,DES,53.461861,-27.387533
1315818,10,0.55218,54.610172,-27.541802,DES,54.610168,-27.541846999999997
1315832,10,0.62910,54.635643,-28.219820,DES,54.635948,-28.219814000000003
1315890,10,0.56699,8.336865,-42.885250,DES,8.337059,-42.885231
1315910,10,0.39365,8.214520,-43.092964,DES,8.214147,-43.093185
1315947,10,0.73781,52.611511,-28.142117,DES,52.611301,-28.142172
1315950,10,0.35948,53.294762,-27.957275,DES,53.294842,-27.957588
1315974,10,0.81174,52.041798,-28.777035,DES,52.042503,-28.777254
1316385,10,0.14740,53.525982,-27.632116,DES,53.52598199999999,-27.632095
1316461,10,0.60984,52.581200,-28.748646,DES,52.581058999999996,-28.748797999999997
1316465,10,0.32909,52.797485,-27.959307,DES,52.797436,-27.958868
1316487,10,0.77627,53.016926,-28.068274,DES,53.017178,-28.068138
1316626,10,0.61601,51.751804,-28.535870,DES,51.751858,-28.535896
1316701,10,0.36115,42.271179,-0.307162,DES,42.271244,-0.307056
1316831,10,0.43848,35.065090,-4.223419,DES,35.065357,-4.2238169999999995
1316853,10,0.69304,34.174473,-5.504423,DES,34.174178999999995,-5.504630000000001
1316989,10,0.55343,33.797825,-4.744645,DES,33.797794,-4.74528
1317164,10,0.15459,34.285484,-4.298173,DES,34.285286,-4.29746
1317277,10,0.23710,35.903149,-5.481456,DES,35.903202,-5.481431
1317372,10,0.74393,35.435570,-4.616712,DES,35.435703000000004,-4.616798999999999
1317496,10,0.64429,7.306658,-42.116722,DES,7.306723,-42.116749
1317526,10,0.43160,35.957142,-3.998674,DES,35.957134,-3.998689
1317612,10,0.10442,6.856408,-42.850411,DES,6.8554580000000005,-42.849998
1317666,10,0.14136,36.771053,-5.003092,DES,36.771015000000006,-5.002413
1317724,10,0.46775,37.337296,-4.721333,DES,37.337154,-4.721061
1317783,10,0.39436,43.108246,0.702585,DES,43.108295,0.702503
1317956,10,0.86917,36.107071,-4.745373,DES,36.10709,-4.745394
1318052,10,0.48068,52.429531,-28.082205,DES,52.43004200000001,-28.082144
1318126,10,0.37298,8.340960,-44.360680,DES,8.341279,-44.36039
1318158,10,0.78604,10.231592,-43.545994,DES,10.231506,-43.54594
1318235,10,0.36002,41.573536,-0.517377,DES,41.573505,-0.517679
1318266,10,0.40626,8.878596,-44.726379,DES,8.878565,-44.726428999999996
1318304,10,0.39764,40.449429,-0.408047,DES,40.449535,-0.407788
1318460,10,0.36604,41.573971,-0.670669,DES,41.573906,-0.670686
1318659,10,0.42354,55.065170,-29.327721,DES,55.06525,-29.327761
1318661,10,0.34451,55.129459,-28.489935,DES,55.129574,-28.489967
1318689,10,0.49338,53.997543,-29.956009,DES,53.997478,-29.956131
1318847,10,0.65992,43.538132,-0.611697,DES,43.538342,-0.61149
1319058,10,0.66811,33.944771,-4.610791,DES,33.944916,-4.6108150000000006
1319066,10,0.33403,54.948837,-28.900408,DES,54.94883299999999,-28.900427
1319366,10,0.23482,41.495522,-1.088128,DES,41.495831,-1.088056
1319539,10,0.37176,41.114441,-1.589903,DES,41.114513,-1.5898860000000001
1319653,10,0.59552,53.468807,-27.335157,DES,53.468742000000006,-27.335154
1319667,10,0.67756,54.432255,-26.696680,DES,54.432258999999995,-26.696482
1319711,10,0.24171,36.472687,-4.849677,DES,36.47266,-4.849606
1319776,10,0.65980,54.931976,-26.508509,DES,54.932148,-26.508446000000003
1319821,10,0.30880,53.357853,-29.471891,DES,53.357265000000005,-29.471196999999997
1319840,10,0.48970,53.651352,-28.866570,DES,53.651168999999996,-28.866386
1319870,10,0.26767,54.921398,-28.315712,DES,54.921764,-28.315973
1319898,10,0.72860,53.264488,-28.849997,DES,53.264492000000004,-28.850092
1319926,10,0.56341,53.365944,-28.932509,DES,53.365974,-28.932434000000004
1320009,10,0.69164,53.018108,-28.651634,DES,53.018257,-28.651703
1320030,10,0.68141,52.557316,-28.333704,DES,52.556606,-28.334007
1320126,10,0.52685,10.244742,-43.782940,DES,10.244914999999999,-43.782936
1320278,10,0.57508,41.941830,-0.525763,DES,41.94175,-0.5259020000000001
1320367,10,0.40109,41.410343,-0.268056,DES,41.410515000000004,-0.26815300000000003
1320447,10,0.57892,40.854694,-0.381976,DES,40.854698,-0.381899
1320474,10,0.78842,53.999931,-28.078095,DES,54.000060999999995,-28.078135999999997
1320501,10,0.33683,41.003906,-0.913965,DES,41.003952000000005,-0.913963
1320704,10,0.26996,42.341641,0.361471,DES,42.341675,0.36142399999999997
1320762,10,0.51339,43.318802,-0.271146,DES,43.319134000000005,-0.271015
1320843,10,0.60874,42.314587,0.360748,DES,42.314713,0.360608
1321006,10,0.30244,36.445351,-5.943707,DES,36.445389,-5.944666000000001
1321116,10,0.62684,35.867333,-4.256789,DES,35.867474,-4.256627
1321166,10,0.43510,37.248833,-4.361691,DES,37.247935999999996,-4.362462
1321261,10,0.58936,34.119240,-5.076728,DES,34.119068,-5.076712000000001
1321276,10,0.33121,37.034222,-4.090873,DES,37.034294,-4.091055
1321338,10,0.31048,35.940319,-6.521554,DES,35.940353,-6.521291000000001
1321365,10,0.31270,36.341328,-6.006536,DES,36.341213,-6.006461
1321450,10,0.25833,8.225006,-42.229878,DES,8.225116,-42.229591
1321492,10,0.55467,8.179398,-42.666996,DES,8.179554,-42.666939
1321522,10,0.17715,8.299740,-43.880974,DES,8.300283,-43.880665
1321973,10,0.37043,34.413750,-4.215769,DES,34.41362,-4.215644
1322229,10,0.52612,35.926357,-4.018886,DES,35.926426,-4.018871
1322819,10,0.33759,54.478329,-28.444315,DES,54.478545999999994,-28.444288
1322912,10,0.65831,7.527631,-43.465271,DES,7.528264,-43.465171999999995
1322954,10,0.54327,53.659271,-28.155306,DES,53.659416,-28.155581
1322975,10,0.84634,52.880024,-28.727432,DES,52.880458999999995,-28.727621000000003
1323016,10,0.33485,10.056409,-43.452343,DES,10.056144,-43.452339
1323106,10,0.34417,34.085434,-5.013814,DES,34.085419,-5.013755000000001
1323349,10,0.50491,37.200703,-4.247733,DES,37.200424,-4.24787
1323600,10,0.37044,41.010361,-1.831778,DES,41.010426,-1.832389
1323740,10,0.77137,52.490360,-28.548483,DES,52.490513,-28.548523
1323777,10,0.53290,53.455006,-28.234989,DES,53.454696999999996,-28.234455
1323831,10,0.31079,52.853745,-27.137775,DES,52.853770999999995,-27.137885999999998
1324062,10,0.70325,53.323368,-27.906645,DES,53.322295999999994,-27.906209999999998
1324509,10,0.21062,54.563225,-28.812569,DES,54.563309,-28.812610999999997
1324536,10,0.58899,54.476437,-29.947796,DES,54.476471,-29.947807
1324542,10,0.54154,53.895199,-29.047989,DES,53.895405000000004,-29.048021000000002
1324544,10,0.52973,54.369358,-29.302443,DES,54.369521999999996,-29.302494
1324562,10,0.35299,53.795391,-28.448479,DES,53.795815000000005,-28.448365999999996
1324582,10,0.38185,53.309258,-29.190933,DES,53.308871999999994,-29.191101
1324685,10,0.54183,52.068111,-28.828848,DES,52.068424,-28.829351000000003
1324790,10,0.35723,53.612099,-27.337799,DES,53.612473,-27.337473
1325191,10,0.79810,52.259110,-27.324074,DES,52.259132,-27.324092999999998
1326273,10,0.56949,52.117321,-27.785505,DES,52.11718,-27.785686
1326299,10,0.67382,52.642696,-27.520714,DES,52.642685,-27.521036
1326367,10,0.55797,53.736130,-27.140719,DES,53.73669399999999,-27.140878999999998
1327978,10,0.20699,8.279955,-44.140156,DES,8.279988000000001,-44.14032
1328016,10,0.35071,10.347795,-44.268295,DES,10.347866999999999,-44.268337
1328089,10,0.56864,6.994421,-43.390152,DES,6.9940929999999994,-43.390553000000004
1328103,10,0.57472,7.202621,-43.288788,DES,7.203239999999999,-43.288967
1328105,10,0.44153,8.187062,-43.576935,DES,8.186774,-43.576172
1329168,10,0.67651,52.656750,-27.635353,DES,52.65675,-27.635353000000002
1329312,10,0.34478,36.263298,-5.541797,DES,36.263176,-5.541998
1329365,10,0.61101,36.528843,-4.653905,DES,36.528873,-4.653965
1329615,10,0.40360,35.442699,-5.639848,DES,35.442188,-5.639512
1329622,10,0.48607,35.499458,-6.228539,DES,35.499199,-6.228611
1329795,10,0.52558,41.792191,-0.012864,DES,41.792274,-0.012676
1330031,10,0.10563,9.140839,-43.487255,DES,9.141478,-43.487408
1330339,10,0.57914,55.219448,-29.516827,DES,55.219536,-29.516895
1330350,10,0.76303,52.063938,-27.787806,DES,52.064053,-27.787922
1330403,10,0.77650,54.519131,-29.132799,DES,54.519259999999996,-29.133043
1330530,10,0.33633,54.110844,-27.915379,DES,54.110645,-27.91552
1330533,10,0.36444,53.947941,-27.633751,DES,53.947860999999996,-27.633768
1330559,10,0.68131,54.030827,-27.083210,DES,54.03083,-27.083225
1330642,10,0.63391,37.040554,-4.047055,DES,37.040527000000004,-4.047121
1330817,10,0.27051,41.108952,-1.447716,DES,41.109718,-1.4483409999999999
1330828,10,0.36705,40.827564,-0.145322,DES,40.827671,-0.145322
1330903,10,0.56429,41.116287,-0.645018,DES,41.116756,-0.645161
1330964,10,0.45085,53.912453,-27.409948,DES,53.912296,-27.410365999999996
1330995,10,0.71827,35.646164,-6.961792,DES,35.646133,-6.961659
1331123,10,0.22157,8.036339,-42.554184,DES,8.035153999999999,-42.554947
1331130,10,0.39189,8.053130,-43.207363,DES,8.05312,-43.207359000000004
1331344,10,0.54993,34.271290,-5.076359,DES,34.271313,-5.076369000000001
1331513,10,0.40572,41.409588,-0.239845,DES,41.409465999999995,-0.239806
