CID,IDSURVEY,zHD,RA_SN,DEC_SN,SRC_HEAD,HOST_RA,HOST_DEC
1253816,10,0.90824,36.952843,-4.989201,DES,36.953506,-4.989358
1253857,10,0.85652,36.788124,-4.370526,DES,36.788097,-4.370501
1253871,10,0.84780,35.732998,-5.012414,DES,35.732997999999995,-5.012328
1253895,10,0.49276,54.488648,-27.308710,DES,54.488631999999996,-27.308671999999998
1253920,10,0.19555,54.629311,-27.042770,DES,54.629383,-27.042751000000003
1253972,10,0.84019,53.201866,-27.904430,DES,53.201965,-27.904451
1253997,10,0.59079,55.035343,-29.436558,DES,55.035518999999994,-29.436644
1254000,10,0.53300,53.674316,-29.564550,DES,53.674152,-29.564306
1254002,10,0.53591,54.683685,-30.014547,DES,54.683723,-30.014402
1254051,10,0.76150,54.068234,-28.638290,DES,54.06831700000001,-28.638643
1254070,10,0.49252,54.677429,-28.224115,DES,54.677597,-28.224133000000002
1254108,10,0.96689,53.434582,-27.813009,DES,53.434677,-27.813511
1254150,10,0.70417,53.052013,-27.550348,DES,53.052078,-27.550299
1254299,10,0.49500,34.452263,-4.535881,DES,34.452332,-4.535697
1254356,10,0.35129,35.395763,-7.220910,DES,35.395866,-7.221087
1254566,10,0.79118,37.117878,-5.225364,DES,37.117973,-5.225366
1254670,10,0.50495,54.212891,-27.824284,DES,54.212826,-27.824398
1254671,10,0.47065,54.306751,-27.421778,DES,54.30699499999999,-27.422146
1254762,10,0.39827,55.135277,-29.220913,DES,55.135178,-29.220783
1254889,10,0.60551,53.054306,-27.711176,DES,53.055206000000005,-27.711376
1255008,10,0.44380,7.374260,-42.466538,DES,7.374083000000001,-42.466537
1255130,10,0.62411,9.548176,-43.568249,DES,9.549363,-43.56831
1255139,10,0.64989,52.319050,-29.002453,DES,52.319019,-29.002292999999998
1255142,10,0.57675,9.056157,-43.541420,DES,9.055931,-43.541503999999996
1255169,10,1.04680,52.359085,-27.170658,DES,52.359134999999995,-27.170725
1255312,10,0.35561,42.452225,0.592531,DES,42.451927000000005,0.592815
1255382,10,0.58055,41.216629,-0.965901,DES,41.216606,-0.9659620000000001
1255399,10,0.38137,40.819565,-1.867107,DES,40.819855,-1.8675709999999999
1255412,10,0.37202,41.137352,-1.565170,DES,41.13702,-1.565359
1255423,10,0.66681,41.982647,-1.019759,DES,41.982647,-1.019759
1255470,10,0.46877,35.054485,-5.448795,DES,35.054214,-5.448999
1255487,10,0.45012,34.843529,-5.667872,DES,34.843578,-5.66788
1255523,10,0.55536,34.504883,-4.966108,DES,34.504875,-4.966087
1255545,10,0.60182,35.219250,-4.341946,DES,35.219349,-4.341851
1255576,10,0.28010,36.108929,-7.297556,DES,36.110085,-7.2971960000000005
1255657,10,0.58881,35.013001,-6.038870,DES,35.013008,-6.038765
1255730,10,0.69107,36.651787,-4.540757,DES,36.651897,-4.540774
1255735,10,0.36463,36.338856,-4.395294,DES,36.338848,-4.3952290000000005
1255737,10,0.91896,36.613785,-4.357957,DES,36.612926,-4.358287000000001
1255824,10,0.81852,35.777954,-4.511268,DES,35.778015,-4.511212
1255974,10,0.34311,54.922604,-29.042166,DES,54.92282900000001,-29.042192
1256028,10,0.95521,52.945858,-28.816963,DES,52.945942,-28.816916
1256332,10,0.47803,37.245853,-4.734875,DES,37.245861,-4.734426
1256335,10,0.61939,35.884377,-4.883153,DES,35.884377,-4.883103
1256426,10,0.33226,54.221615,-29.861069,DES,54.2216,-29.861101
1256432,10,0.51130,54.723019,-29.351570,DES,54.723301,-29.351784000000002
1256505,10,0.55626,41.995304,-0.642309,DES,41.995544,-0.642217
1256570,10,0.34548,52.585506,-27.807055,DES,52.585506,-27.807026
1256596,10,0.68138,52.929066,-27.730841,DES,52.929001,-27.730846000000003
1256680,10,0.29438,33.899632,-5.664751,DES,33.899609000000005,-5.664846
1256701,10,0.43629,34.007591,-4.728970,DES,34.007782,-4.728896
1256764,10,0.55649,36.224007,-5.729933,DES,36.224185999999996,-5.729387
1256765,10,0.35267,35.418308,-6.483863,DES,35.418507,-6.483821
1256807,10,0.61943,35.787895,-4.840578,DES,35.787994,-4.840433999999999
1256817,10,0.47982,36.803791,-4.634374,DES,36.803795,-4.634437999999999
1256819,10,0.58576,37.317406,-4.137487,DES,37.317287,-4.137697
1256823,10,0.44084,36.531845,-4.617309,DES,36.531815,-4.617454
1256933,10,0.35284,54.899605,-27.616728,DES,54.898941,-27.6159
1257016,10,0.33743,8.211005,-43.777165,DES,8.211133,-43.777142
1257022,10,0.38683,7.705597,-43.297237,DES,7.706558,-43.297897
1257040,10,0.35177,8.276361,-42.806156,DES,8.276912,-42.807097999999996
1257102,10,0.47330,10.057633,-44.561985,DES,10.057775999999999,-44.561977
1257112,10,0.37001,10.021654,-43.859154,DES,10.021671000000001,-43.859146
1257129,10,0.58817,9.212620,-43.740456,DES,9.212611,-43.740334000000004
1257144,10,0.52559,8.647255,-43.891594,DES,8.647225,-43.89167
1257216,10,0.65434,40.537300,-1.421909,DES,40.537346,-1.421864
1257228,10,1.02433,51.953709,-28.739286,DES,51.95377,-28.739288000000002
1257335,10,0.48410,54.795670,-27.395338,DES,54.79591800000001,-27.395205999999998
1257356,10,0.33257,54.377518,-26.515305,DES,54.37751,-26.515162
1257366,10,0.21136,53.899559,-26.969273,DES,53.900276,-26.96896
1257419,10,0.40361,53.678158,-29.525770,DES,53.678093000000004,-29.525765999999997
1257496,10,0.59401,54.147209,-29.331924,DES,54.14709499999999,-29.332171999999996
1257533,10,0.22953,51.988888,-27.996670,DES,51.988873,-27.996702000000003
1257602,10,0.52211,52.946430,-27.546074,DES,52.94678100000001,-27.546215000000004
1257605,10,0.74535,52.446270,-27.333342,DES,52.446148,-27.333338
1257609,10,0.33389,53.019367,-28.622690,DES,53.019034999999995,-28.62245
1257646,10,0.84094,51.994709,-27.733734,DES,51.994774,-27.733772
1257695,10,0.18383,7.601611,-42.298237,DES,7.600598,-42.297676
1257775,10,0.47598,53.005711,-29.020960,DES,53.006115,-29.020988
1257839,10,0.64421,8.841945,-44.728416,DES,8.842611,-44.728569
1257905,10,0.61393,42.168072,-0.618253,DES,42.168121,-0.6182270000000001
1257934,10,0.29648,42.893860,-0.592690,DES,42.893879,-0.592755
1258061,10,0.45831,40.702087,-1.084045,DES,40.701328000000004,-1.083231
1258090,10,0.36656,41.002483,-0.262177,DES,41.002499,-0.262216
1258118,10,0.62518,40.812840,-1.437293,DES,40.812962,-1.4372969999999998
1258191,10,0.51690,35.132549,-4.823298,DES,35.132656,-4.823084
1258249,10,0.62104,35.265404,-4.731048,DES,35.265743,-4.73115
1258289,10,0.50509,36.144314,-6.688757,DES,36.144203000000005,-6.688891
1258309,10,0.47616,35.273312,-6.269274,DES,35.273323,-6.269229
1258330,10,0.52473,36.064381,-6.127089,DES,36.064503,-6.126816000000001
1258422,10,0.52105,36.190952,-4.982606,DES,36.191047999999995,-4.982512
1258433,10,0.61445,37.153702,-4.783768,DES,37.153908,-4.783628
1258500,10,0.49383,36.695393,-5.042541,DES,36.695434999999996,-5.042486
1258529,10,0.82394,35.700447,-4.658157,DES,35.700641999999995,-4.658347
1258591,10,0.59750,35.551521,-4.722195,DES,35.551517,-4.7221660000000005
1258802,10,0.54947,6.636295,-42.985119,DES,6.636328999999999,-42.985077000000004
1258906,10,0.34918,10.262011,-44.394093,DES,10.261803,-44.394276
1258940,10,0.42593,42.714821,-0.525112,DES,42.715176,-0.524297
1259006,10,0.52790,35.595543,-7.000962,DES,35.595745,-7.000531
1259246,10,0.22284,53.372887,-29.134419,DES,53.373383,-29.133615000000002
1259330,10,0.60243,10.287800,-44.204475,DES,10.287661,-44.204525
1259352,10,0.21986,52.776962,-27.869553,DES,52.776966,-27.869511
1259412,10,0.30477,36.345383,-5.324100,DES,36.345585,-5.323428
1259500,10,0.56161,35.729378,-4.971348,DES,35.729595,-4.971329
1259511,10,0.32710,36.733383,-3.742845,DES,36.732696999999995,-3.7427040000000003
1259538,10,0.51244,37.174919,-4.714173,DES,37.174793,-4.714422
1259561,10,0.56751,34.392376,-4.257224,DES,34.392662,-4.257053
1259585,10,0.56401,34.682331,-5.682012,DES,34.682167,-5.681998
1259615,10,0.32008,35.216274,-4.591526,DES,35.21627,-4.5915870000000005
1259667,10,0.65871,52.068932,-27.355461,DES,52.069096,-27.355251000000003
1259771,10,0.53232,42.351051,-0.748021,DES,42.351242,-0.748025
1260000,10,0.55060,41.899532,-1.376351,DES,41.899643,-1.376315
1260030,10,0.45811,41.496124,-0.085865,DES,41.496143,-0.08616900000000001
1260050,10,0.27278,41.245640,-0.387622,DES,41.245499,-0.386803
1260058,10,0.38948,41.026180,-1.884754,DES,41.026253000000004,-1.8846919999999998
1260105,10,0.69410,34.811836,-4.987957,DES,34.811512,-4.9888639999999995
1260107,10,0.42982,34.653984,-4.864860,DES,34.653896,-4.864961
1260113,10,0.35469,33.601856,-5.247008,DES,33.601913,-5.246937
1260159,10,0.43034,34.788174,-4.037089,DES,34.788071,-4.037522
1260241,10,0.33336,36.660049,-5.357839,DES,36.660114,-5.357857
1260427,10,0.81750,36.541428,-5.124958,DES,36.541462,-5.124887
1260459,10,0.85674,35.911957,-5.029144,DES,35.911777,-5.029393
1260461,10,0.85855,35.972065,-5.015080,DES,35.972431,-5.014734
1260463,10,0.62023,36.070816,-4.969504,DES,36.070965,-4.969434
1260522,10,0.74133,35.941273,-3.844081,DES,35.941165999999996,-3.8438980000000003
1260551,10,0.55236,54.713745,-27.431032,DES,54.713432,-27.431002000000003
1260556,10,0.27437,53.319641,-27.018248,DES,53.31919499999999,-27.018040000000003
1260568,10,0.53805,53.648098,-27.417101,DES,53.648029,-27.417028000000002
1260605,10,0.55534,53.349716,-27.229445,DES,53.349368999999996,-27.229282
1260639,10,0.59141,54.999687,-29.678026,DES,54.999782999999994,-29.678096999999998
1260645,10,0.67405,55.096279,-29.632965,DES,55.096146,-29.632816
1260889,10,0.52885,9.015580,-44.719231,DES,9.015895,-44.719162
1260949,10,0.41568,10.160280,-43.429455,DES,10.160044000000001,-43.429534999999994
1260954,10,0.69873,9.858578,-44.263458,DES,9.858153,-44.263214000000005
1261144,10,0.61069,55.054031,-27.361082,DES,55.054790000000004,-27.361079999999998
1261163,10,0.61854,53.244747,-27.250668,DES,53.244629,-27.250557
1261173,10,0.47377,54.807583,-26.827669,DES,54.807438,-26.82777
1261191,10,0.66147,53.317921,-26.684483,DES,53.317905,-26.684480999999998
1261193,10,0.19246,53.348240,-26.694504,DES,53.348316000000004,-26.694571000000003
1261233,10,0.53166,52.883198,-28.800205,DES,52.883373,-28.800106
1261236,10,0.59789,53.167114,-28.705193,DES,53.167007,-28.705161999999998
1261259,10,0.52723,51.558544,-28.134834,DES,51.558685,-28.134790000000002
1261456,10,0.62162,34.098518,-4.503251,DES,34.099319,-4.503503
1261503,10,0.35211,34.953003,-6.781866,DES,34.953094,-6.78175
1261579,10,0.32214,36.119595,-4.967311,DES,36.12019,-4.96643
1261587,10,0.65387,51.657970,-28.311569,DES,51.658004999999996,-28.311613
1261784,10,0.26523,53.494923,-26.862579,DES,53.495426,-26.862234
1261963,10,0.27963,43.223835,0.553741,DES,43.224457,0.553465
1262016,10,0.46694,36.069782,-4.863308,DES,36.069851,-4.863433000000001
1262055,10,0.58072,54.695255,-26.844133,DES,54.695663,-26.844198
1262084,10,0.45360,53.772686,-26.353060,DES,53.772099,-26.352621000000003
1262128,10,0.11323,53.267674,-29.469212,DES,53.27196899999999,-29.469991999999998
1262131,10,0.33802,53.521301,-28.807665,DES,53.521297,-28.807737
1262135,10,0.38328,54.139084,-28.613939,DES,54.139385,-28.613455
1262163,10,0.33520,55.221043,-29.451878,DES,55.22084,-29.451693
1262181,10,0.46949,54.641544,-29.016922,DES,54.641422,-29.017189000000002
1262232,10,0.26103,53.225521,-28.239893,DES,53.225716000000006,-28.239973
1262252,10,0.45294,7.171587,-43.748993,DES,7.171953,-43.748596
1262267,10,0.56215,8.216197,-42.391068,DES,8.215997,-42.390877
1262550,10,0.29209,40.850700,-1.887019,DES,40.850876,-1.887187
1262573,10,0.23747,41.562470,-1.521462,DES,41.562847,-1.520996
1262588,10,0.40644,34.910835,-6.294010,DES,34.911228,-6.294156
1262726,10,0.25378,36.832886,-4.541695,DES,36.833012,-4.5417
1262736,10,0.52929,36.951256,-5.187086,DES,36.951244,-5.187092
1262746,10,0.23079,37.156941,-5.163252,DES,37.156616,-5.162936
1262803,10,0.61343,37.152420,-4.733003,DES,37.15242,-4.733208
1262895,10,0.70548,52.514633,-28.742975,DES,52.514614,-28.743109000000004
1262899,10,0.77692,53.595070,-27.713654,DES,53.595093000000006,-27.713659000000003
1263039,10,0.65514,35.075684,-5.031662,DES,35.075737,-5.0316220000000005
1263062,10,0.50827,35.109436,-5.350055,DES,35.109446999999996,-5.350022
1263090,10,0.65206,35.326634,-4.995274,DES,35.326721,-4.995205
1263125,10,1.02868,52.814957,-27.656624,DES,52.814868999999995,-27.656443
1263130,10,0.68017,52.374332,-28.327791,DES,52.374233000000004,-28.327821999999998
1263139,10,0.72737,53.936279,-28.025551,DES,53.936253,-28.025343
1263197,10,0.33778,54.324539,-28.489845,DES,54.324608,-28.489838
1263244,10,0.45799,10.094375,-44.421852,DES,10.094522,-44.422009
1263369,10,0.31251,43.229519,-0.541823,DES,43.229355,-0.541303
1263580,10,0.58276,8.518337,-42.807938,DES,8.51844,-42.807945000000004
1263715,10,0.29185,41.609894,-1.579935,DES,41.609997,-1.57989
1263785,10,1.06420,53.367607,-28.693276,DES,53.367622,-28.693291
1263788,10,0.75729,53.077515,-28.667841,DES,53.077705,-28.667744
1263829,10,0.50070,53.262592,-27.347330,DES,53.262848,-27.348007
1263852,10,0.66083,54.290184,-27.414892,DES,54.290183999999996,-27.414892
1263856,10,0.69783,53.619144,-26.503567,DES,53.619122,-26.503522999999998
1263930,10,0.43578,53.448395,-29.441078,DES,53.447894999999995,-29.441017
1263936,10,0.49523,54.626995,-30.046352,DES,54.62709,-30.0467
1264038,10,0.66362,53.542812,-28.406399,DES,53.542889,-28.406431
1264039,10,0.42460,52.154156,-28.383852,DES,52.154263,-28.383789
1264049,10,0.54397,42.421757,0.269428,DES,42.421828999999995,0.269423
1264068,10,0.33054,43.424431,-0.523148,DES,43.424606,-0.523174
1264077,10,0.56459,41.938252,-0.055709,DES,41.938271,-0.0557
1264106,10,0.42749,42.870274,-0.601974,DES,42.870354,-0.602009
1264375,10,0.49572,36.976303,-5.410493,DES,36.976379,-5.410373
1264434,10,0.31075,36.716152,-4.355249,DES,36.716187,-4.355173000000001
1264499,10,0.44841,35.491589,-6.136707,DES,35.491611,-6.136648
1264512,10,0.36027,36.079910,-6.381326,DES,36.080234999999995,-6.3816120000000005
1264606,10,0.68110,52.726551,-27.894114,DES,52.726147,-27.894068
1264631,10,0.55299,36.218338,-5.003543,DES,36.218399,-5.003549
1264689,10,0.73162,35.443981,-4.695913,DES,35.444134000000005,-4.69567
1264948,10,0.50394,9.786904,-43.940548,DES,9.786992999999999,-43.940521000000004
1264963,10,0.55214,9.098549,-44.278935,DES,9.098154,-44.279007
1265011,10,0.34689,42.213223,-1.109302,DES,42.213436,-1.1091389999999999
1265040,10,0.42981,33.968079,-5.738859,DES,33.967983000000004,-5.738808000000001
1265089,10,0.44472,36.229099,-5.621836,DES,36.228413,-5.622369
1265134,10,0.47304,52.432266,-28.790819,DES,52.432109999999994,-28.790852
1265136,10,1.05303,52.218575,-27.567738,DES,52.218536,-27.568403000000004
1265165,10,0.31752,42.984779,0.088168,DES,42.984778999999996,0.088168
1265169,10,0.68332,42.146828,0.117998,DES,42.146858,0.11797300000000001
1265231,10,0.68397,36.261353,-3.795834,DES,36.261448,-3.795728
1265260,10,0.60311,35.899445,-5.123511,DES,35.899445,-5.123434
1265281,10,0.36021,35.896248,-4.571387,DES,35.896263,-4.571358999999999
1265349,10,0.79939,36.214405,-4.228483,DES,36.214394,-4.22845
1265426,10,0.42029,54.577404,-28.502773,DES,54.577587,-28.502853
1265623,10,0.70978,53.102936,-27.024719,DES,53.103416,-27.024409999999996
1265832,10,0.39876,9.549342,-43.431038,DES,9.549474,-43.430714
1265990,10,0.58574,41.155544,-0.641988,DES,41.155499,-0.642069
1266015,10,0.36160,41.465859,-1.039278,DES,41.465855,-1.039325
1266255,10,0.29358,36.697941,-4.450140,DES,36.697826,-4.4500470000000005
1266634,10,0.49820,42.452862,-0.702169,DES,42.45282,-0.702164
1266808,10,0.32930,34.983646,-4.672359,DES,34.983429,-4.672231
1266830,10,0.57039,34.263008,-4.850282,DES,34.263065000000005,-4.8501650000000005
1267094,10,0.62318,53.759216,-27.361477,DES,53.759274,-27.361492
1271436,10,0.79511,52.201614,-28.021826,DES,52.202197999999996,-28.021928999999997
1273127,10,0.18937,8.556322,-43.275948,DES,8.556446000000001,-43.276051
1275873,10,0.40188,9.600972,-44.416794,DES,9.601003,-44.416855
1275946,10,0.23212,10.403968,-43.637779,DES,10.404035,-43.637828999999996
1276546,10,0.35329,41.615925,-0.296348,DES,41.615765,-0.296089
1277173,10,0.14940,34.878902,-4.508716,DES,34.878971,-4.5087019999999995
1277710,10,0.68179,52.448898,-28.976278,DES,52.448914,-28.976282
1277715,10,0.34601,52.283291,-28.462946,DES,52.283127,-28.463232
1277716,10,0.69313,53.549919,-28.179991,DES,53.550053000000005,-28.18001
1277945,10,0.43369,52.630508,-28.180815,DES,52.630699,-28.180862
1277995,10,0.72199,53.256615,-28.226488,DES,53.25664499999999,-28.226553000000003
1278493,10,0.27237,35.487362,-6.829755,DES,35.487408,-6.829733999999999
1278602,10,0.34799,42.406109,0.709029,DES,42.40633,0.709346
1278747,10,0.32321,36.290184,-6.926617,DES,36.290287,-6.926628999999999
1279420,10,0.25691,55.084965,-27.652428,DES,55.085125,-27.652449
1279488,10,0.49412,36.253857,-4.733925,DES,36.254013,-4.734176000000001
1279500,10,0.23470,36.925739,-4.314926,DES,36.925968,-4.315206
1279501,10,0.56527,35.565773,-4.566890,DES,35.565533,-4.5667800000000005
1279714,10,0.69938,36.509407,-4.627503,DES,36.509575,-4.627358
1280135,10,0.77082,53.492210,-27.400271,DES,53.492321,-27.400358
1280240,10,0.05962,55.229565,-28.688652,DES,55.228671999999996,-28.689131
1280332,10,0.49219,35.584427,-4.873266,DES,35.584282,-4.873461
1280762,10,0.62617,52.046021,-28.494740,DES,52.046096999999996,-28.494738
1280780,10,0.68399,53.071171,-28.840307,DES,53.071217000000004,-28.840326
1280790,10,0.63211,51.480709,-28.215164,DES,51.480548999999996,-28.215427000000002
1280792,10,0.68056,52.292923,-28.016565,DES,52.292988,-28.016584
1280807,10,0.73899,53.599880,-27.712381,DES,53.60000600000001,-27.71228
1281119,10,0.19902,53.364552,-29.188067,DES,53.364723,-29.188216999999998
1281135,10,0.65195,54.483952,-29.118559,DES,54.483776,-29.118591
1281668,10,0.30697,9.410530,-43.920338,DES,9.410371000000001,-43.920719
1281691,10,0.57821,9.790791,-43.715645,DES,9.790803,-43.715687
1281879,10,0.50547,41.396969,-1.216635,DES,41.396854,-1.216815
1281886,10,0.38393,41.725182,-1.009943,DES,41.725132,-1.009939
1282018,10,0.42376,41.519283,-0.134907,DES,41.519337,-0.134944
1282114,10,0.21781,35.115902,-4.533217,DES,35.116001000000004,-4.5332099999999995
1282463,10,0.64685,42.090416,0.176069,DES,42.090412,0.176036
1282736,10,0.37797,35.809322,-6.268094,DES,35.808937,-6.267941
1282966,10,0.58012,53.293503,-28.855946,DES,53.293304000000006,-28.855852000000002
1283272,10,0.38353,54.395069,-26.357578,DES,54.395095999999995,-26.357540000000004
1283373,10,0.20753,54.946724,-26.730389,DES,54.94664399999999,-26.73
1283855,10,0.56536,7.503141,-43.714291,DES,7.5033009999999996,-43.714073
1283878,10,0.31286,37.133164,-4.041299,DES,37.133186,-4.041304
1283923,10,0.14631,9.115505,-43.267853,DES,9.115502000000001,-43.267849
1283924,10,0.54888,9.852904,-44.206963,DES,9.852924,-44.206951000000004
1283936,10,0.36862,8.877557,-44.371326,DES,8.877353999999999,-44.371204
1284567,10,0.65483,9.863450,-43.767025,DES,9.863443,-43.766991
1284601,10,0.40512,53.992722,-29.505579,DES,53.993145,-29.505514
1285317,10,0.56441,9.472534,-43.314522,DES,9.472623,-43.314403999999996
1285539,10,0.48417,54.733101,-29.097719,DES,54.733748999999996,-29.097792
1286337,10,0.66296,7.156732,-42.362232,DES,7.156637,-42.362389
1286881,10,0.52280,54.264500,-29.354000,DES,54.264793000000004,-29.35401
1287437,10,0.33681,55.153248,-28.954432,DES,55.153214,-28.954496000000002
1287883,10,0.65718,7.164401,-43.032948,DES,7.164389,-43.032948
1288083,10,0.23048,35.583340,-6.613781,DES,35.583374,-6.613701
1289288,10,0.29001,10.178906,-43.948338,DES,10.178825999999999,-43.948353000000004
1289306,10,0.54268,8.238297,-43.782833,DES,8.238298,-43.782771999999994
1289366,10,0.37769,8.236758,-43.743782,DES,8.237135,-43.743866
1289470,10,0.61207,53.473770,-27.984755,DES,53.473835,-27.984358
1289555,10,0.56173,40.733051,-1.392923,DES,40.733109000000006,-1.392939
1289600,10,0.41962,52.047657,-27.862852,DES,52.047855,-27.862896000000003
1289664,10,0.25907,40.896774,-1.129924,DES,40.8969,-1.129956
1289714,10,0.53582,54.518154,-27.567593,DES,54.518379,-27.567660999999998
1289812,10,0.70875,37.300285,-4.700118,DES,37.300304,-4.70031
1289913,10,0.38495,7.260602,-43.297806,DES,7.260866,-43.297604
1289982,10,0.11621,53.069809,-27.550407,DES,53.069942000000005,-27.550137
1290007,10,0.43112,52.025013,-28.404818,DES,52.02475,-28.404896
1290043,10,0.73488,53.040909,-27.713324,DES,53.040496999999995,-27.71343
1290176,10,0.79530,52.035580,-28.064798,DES,52.035427,-28.064890000000002
1290191,10,0.59506,52.973290,-28.748177,DES,52.973438,-28.748032000000002
1290323,10,0.59909,53.853111,-28.123365,DES,53.853542000000004,-28.123526000000002
1290394,10,0.57153,8.204175,-42.305821,DES,8.204242,-42.305714
1290593,10,0.67528,52.669548,-27.690344,DES,52.6693,-27.69029
1290816,10,0.21847,54.172512,-27.840000,DES,54.172913,-27.840003999999997
1290948,10,0.53680,54.619995,-27.671337,DES,54.619747,-27.670972999999996
1290967,10,0.28110,54.056568,-26.969482,DES,54.056625,-26.969535999999998
1290995,10,0.54351,54.029472,-26.593786,DES,54.029716,-26.593790000000002
1291090,10,0.29199,9.463052,-43.721462,DES,9.462971000000001,-43.721264
1291143,10,0.47819,36.056412,-7.366598,DES,36.056557,-7.366667999999999
1291149,10,0.23057,35.334217,-7.257600,DES,35.334315999999994,-7.257592999999999
1291155,10,0.51089,34.822487,-6.128750,DES,34.822697,-6.129029
1291159,10,0.53976,34.919987,-6.725581,DES,34.920109000000004,-6.725153999999999
1291242,10,0.27905,35.999111,-6.289883,DES,35.999081,-6.289639
1291254,10,0.35021,10.235841,-44.621086,DES,10.235684,-44.620888
1291346,10,0.29770,35.233830,-5.434015,DES,35.233311,-5.433486
1291408,10,0.34721,9.866796,-43.877441,DES,9.867333,-43.877472
1291511,10,0.37228,9.433405,-44.809784,DES,9.433378,-44.809761
1291580,10,0.31268,54.131310,-29.701744,DES,54.131523,-29.701796
1291733,10,0.54784,9.754608,-44.082146,DES,9.754487,-44.081993
1291783,10,0.39821,8.856014,-43.791721,DES,8.856176,-43.791503999999996
1291788,10,0.38400,53.768215,-29.662418,DES,53.768294999999995,-29.662498
1291794,10,0.39512,55.169327,-28.711853,DES,55.169368999999996,-28.712151000000002
1291957,10,0.37143,7.200018,-43.562267,DES,7.200164999999999,-43.562294
1292033,10,0.32472,43.268463,0.069686,DES,43.268471000000005,0.06976900000000001
1292040,10,0.16897,43.095604,0.622206,DES,43.095718,0.621717
1292145,10,0.49245,53.630531,-29.648947,DES,53.630566,-29.648984999999996
1292227,10,0.29185,41.603012,-1.844187,DES,41.603065,-1.844108
1292332,10,0.27265,41.143486,-1.285123,DES,41.143528,-1.285167
1292336,10,0.23355,40.998829,-0.906124,DES,40.998867,-0.906085
1292560,10,0.22482,35.055779,-5.361129,DES,35.055962,-5.361173
1292767,10,0.30893,37.096813,-4.542830,DES,37.096832,-4.5428180000000005
1292823,10,0.34565,36.623581,-4.401216,DES,36.623569,-4.401132
1292997,10,0.41447,35.598572,-4.872920,DES,35.598251,-4.873073000000001
1293006,10,0.50436,33.761490,-5.317365,DES,33.761364,-5.3175040000000005
1293028,10,0.75366,35.781330,-3.970404,DES,35.78133,-3.9708449999999997
1293046,10,0.60736,37.167393,-4.732077,DES,37.167213000000004,-4.732303
1293275,10,0.30179,36.095104,-6.315112,DES,36.095112,-6.3153690000000005
1293319,10,0.29686,36.002407,-6.497732,DES,36.002781,-6.497495
1293366,10,0.32040,36.235210,-6.036393,DES,36.235240999999995,-6.03647
1293465,10,0.49801,36.421776,-6.316606,DES,36.421684,-6.316649
1293758,10,0.14812,8.483875,-43.349716,DES,8.485502,-43.349734999999995
1293783,10,0.32874,52.130669,-28.779482,DES,52.130798,-28.779669000000002
1293789,10,0.42857,52.168682,-28.185522,DES,52.168579,-28.185438
1293832,10,0.81325,52.388741,-27.570766,DES,52.388416,-27.571122999999996
1293921,10,0.50492,52.318111,-27.868938,DES,52.317928,-27.869156
1294137,10,0.47085,42.648834,0.937952,DES,42.648602000000004,0.937959
1294340,10,0.36087,41.643936,-1.295734,DES,41.643574,-1.29558
1294341,10,0.36798,41.784325,-1.216823,DES,41.784313,-1.216896
1294351,10,0.33828,41.592354,-0.417758,DES,41.592308,-0.41783000000000003
1294667,10,0.62818,35.869144,-4.982107,DES,35.869068,-4.982116
1294743,10,0.31257,36.102535,-4.674933,DES,36.102661,-4.675164
1294806,10,0.52535,55.059059,-28.908781,DES,55.059101,-28.908808
1294948,10,0.30246,55.089550,-29.048574,DES,55.089335999999996,-29.048209999999997
1294971,10,0.58822,54.956329,-29.642572,DES,54.956382999999995,-29.642453999999997
1295024,10,0.33386,35.051903,-7.049936,DES,35.051784999999995,-7.049985
1295027,10,0.42561,35.432739,-6.940557,DES,35.432812,-6.940386
1295079,10,0.54436,35.172302,-6.313821,DES,35.172394,-6.313626
1295249,10,0.53251,53.692104,-27.077173,DES,53.692036,-27.077090999999996
1295285,10,0.52513,36.886341,-4.364003,DES,36.886471,-4.364116
1295291,10,0.86179,36.058270,-4.349054,DES,36.058277000000004,-4.349098000000001
1295315,10,0.34886,55.076344,-27.631439,DES,55.076405,-27.631420000000002
1295436,10,0.29584,36.773224,-4.990017,DES,36.773102,-4.989804
1295509,10,0.68363,52.941841,-28.291430,DES,52.941978000000006,-28.291639
1295527,10,0.88491,51.799862,-27.993340,DES,51.799766999999996,-27.99345
1295550,10,0.87270,52.003124,-28.844362,DES,52.003433,-28.844431
1295592,10,0.35631,52.805687,-28.313438,DES,52.805927000000004,-28.313578000000003
1295685,10,0.55929,7.336062,-42.859375,DES,7.336094,-42.859283000000005
1295794,10,0.67098,52.681576,-27.389782,DES,52.681114,-27.389771000000003
1295800,10,0.74855,52.383202,-28.782820,DES,52.383057,-28.782734
1296161,10,0.86243,35.836498,-4.017581,DES,35.836571,-4.017199
1296173,10,0.65763,35.747959,-4.177312,DES,35.747978,-4.177239
1296321,10,0.18444,40.916874,-0.761946,DES,40.916889000000005,-0.762022
1296657,10,0.14624,36.255188,-6.278562,DES,36.255253,-6.27862
1296671,10,0.64852,35.407623,-6.115394,DES,35.407665,-6.115034
1296793,10,0.64392,35.009457,-6.524715,DES,35.00951,-6.5245120000000005
1296802,10,0.74392,35.631126,-4.987166,DES,35.631229,-4.987139
1296919,10,0.67698,36.812332,-3.759846,DES,36.812439000000005,-3.7598580000000004
1296963,10,0.48813,43.114273,-0.456215,DES,43.11441,-0.456132
